6361,1.43506E+12,start,FATBOTSLIM,start,FATBOTSLIM,1000,2100,100
7534,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7535,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7536,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7537,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7538,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7539,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7540,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7541,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7542,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7543,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7544,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7545,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7546,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7547,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7548,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7549,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7550,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7551,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7552,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7553,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7554,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7555,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7556,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7557,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7558,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7559,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7560,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7561,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7562,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7563,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7564,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7565,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7566,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7567,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7568,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7569,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7570,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7571,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7572,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7573,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7574,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7575,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7576,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7577,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7578,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7579,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7580,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7581,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7582,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7583,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7584,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7585,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7586,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7587,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7588,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7589,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7590,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7591,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7592,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7593,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7594,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7595,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7596,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7597,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7598,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7599,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7600,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7601,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7602,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7603,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7604,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7605,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7606,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7607,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7608,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7609,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7610,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7611,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7612,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7613,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7614,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7615,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7616,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7617,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7618,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7619,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7620,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7621,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7622,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7623,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7624,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7625,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7626,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7627,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7628,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7629,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7630,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7631,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7632,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7633,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7634,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7635,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7636,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7637,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7638,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7639,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7640,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7641,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7642,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7643,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7644,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7645,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7646,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7647,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7648,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7649,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7650,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7651,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7652,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7653,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7654,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7655,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7656,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7657,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7658,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7659,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7660,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7661,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7662,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7663,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7664,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7665,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7666,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7667,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7668,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7669,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7670,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7671,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7672,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7673,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7674,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7675,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7676,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7677,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7678,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7679,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7680,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7681,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7682,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7683,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7684,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7685,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7686,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7687,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7688,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7689,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7690,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7691,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7692,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7693,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7694,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7695,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7696,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7697,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7698,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7699,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7700,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7701,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7702,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7703,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7704,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7705,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7706,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7707,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7708,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7709,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7710,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7711,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7712,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7713,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7714,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7715,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7716,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7717,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7718,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7719,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7720,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7721,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7722,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7723,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7724,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7725,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7726,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7727,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7728,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7729,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7730,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7731,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7732,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7733,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7734,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7735,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7736,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7737,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7738,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7739,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7740,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7741,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7742,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7743,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7744,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7745,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7746,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7747,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7748,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7749,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7750,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7751,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7752,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7753,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7754,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7755,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7756,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7757,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7758,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7759,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7760,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7761,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7762,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7763,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7764,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7765,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7766,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7767,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7768,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7769,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7770,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7771,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7772,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7773,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7774,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7775,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7776,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7777,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7778,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7779,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7780,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7781,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7782,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7783,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7784,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7785,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7786,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7787,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7788,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7789,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7790,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7791,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7792,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7793,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7794,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7795,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7796,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7797,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7798,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7799,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7800,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7801,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7802,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7803,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7804,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7805,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7806,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7807,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7808,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7809,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7810,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7811,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7812,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7813,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7814,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7815,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7816,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7817,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7818,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7819,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7820,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7821,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7822,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7823,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7824,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7825,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7826,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7827,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7828,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7829,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7830,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7831,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7832,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7833,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7834,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7835,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7836,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7837,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7838,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7839,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7840,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7841,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7842,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7843,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7844,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7845,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7846,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7847,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7848,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7849,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7850,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7851,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7852,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7853,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7854,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7855,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7856,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7857,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7858,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7859,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7860,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7861,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7862,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7863,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7864,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7865,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7866,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7867,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7868,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7869,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7870,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7871,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7872,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7873,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7874,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7875,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7876,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7877,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7878,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7879,1.43506E+12,ourmove,PAPER,theirmove,SCISSORS,,,
7880,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7881,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7882,1.43506E+12,ourmove,SCISSORS,theirmove,ROCK,,,
7883,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7884,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7885,1.43506E+12,ourmove,SCISSORS,theirmove,PAPER,,,
7886,1.43506E+12,ourmove,ROCK,theirmove,SCISSORS,,,
7887,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7888,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7889,1.43506E+12,ourmove,ROCK,theirmove,PAPER,,,
7890,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7891,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7892,1.43506E+12,ourmove,PAPER,theirmove,PAPER,,,
7893,1.43506E+12,ourmove,SCISSORS,theirmove,SCISSORS,,,
7894,1.43506E+12,ourmove,PAPER,theirmove,ROCK,,,
7895,1.43506E+12,ourmove,ROCK,theirmove,ROCK,,,
7896,1.43506E+12,ourmove,ROCK,,,,,
7897,1.43506E+12,ourmove,PAPER,,,,,
7898,1.43506E+12,ourmove,ROCK,,,,,
1,1.43506E+12,ourmove,ROCK,,,,,
2,1.43506E+12,ourmove,DYNAMITE,,,,,
3,1.43506E+12,ourmove,SCISSORS,,,,,
4,1.43506E+12,ourmove,SCISSORS,,,,,
5,1.43506E+12,ourmove,DYNAMITE,,,,,
6,1.43506E+12,ourmove,ROCK,,,,,
7,1.43506E+12,ourmove,DYNAMITE,,,,,
8,1.43506E+12,ourmove,DYNAMITE,,,,,
9,1.43506E+12,ourmove,ROCK,,,,,
10,1.43506E+12,ourmove,ROCK,,,,,
11,1.43506E+12,ourmove,DYNAMITE,,,,,
12,1.43506E+12,ourmove,DYNAMITE,,,,,
13,1.43506E+12,ourmove,PAPER,,,,,
14,1.43506E+12,ourmove,DYNAMITE,,,,,
15,1.43506E+12,ourmove,DYNAMITE,,,,,
16,1.43506E+12,ourmove,DYNAMITE,,,,,
17,1.43506E+12,ourmove,ROCK,,,,,
18,1.43506E+12,ourmove,PAPER,,,,,
19,1.43506E+12,ourmove,DYNAMITE,,,,,
20,1.43506E+12,ourmove,DYNAMITE,,,,,
21,1.43506E+12,ourmove,DYNAMITE,,,,,
22,1.43506E+12,ourmove,DYNAMITE,,,,,
23,1.43506E+12,ourmove,SCISSORS,,,,,
24,1.43506E+12,ourmove,ROCK,,,,,
25,1.43506E+12,ourmove,ROCK,,,,,
26,1.43506E+12,ourmove,ROCK,,,,,
27,1.43506E+12,ourmove,PAPER,,,,,
28,1.43506E+12,ourmove,DYNAMITE,,,,,
29,1.43506E+12,ourmove,SCISSORS,,,,,
30,1.43506E+12,ourmove,DYNAMITE,,,,,
31,1.43506E+12,ourmove,PAPER,,,,,
32,1.43506E+12,ourmove,DYNAMITE,,,,,
33,1.43506E+12,ourmove,DYNAMITE,,,,,
34,1.43506E+12,ourmove,ROCK,,,,,
35,1.43506E+12,ourmove,ROCK,,,,,
36,1.43506E+12,ourmove,SCISSORS,,,,,
37,1.43506E+12,ourmove,PAPER,,,,,
38,1.43506E+12,ourmove,DYNAMITE,,,,,
39,1.43506E+12,ourmove,ROCK,,,,,
40,1.43506E+12,ourmove,DYNAMITE,,,,,
41,1.43506E+12,ourmove,ROCK,,,,,
42,1.43506E+12,ourmove,DYNAMITE,,,,,
43,1.43506E+12,ourmove,PAPER,,,,,
